locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJICCACA_00441	CDS	9903	PPE8			PPE family protein PPE8
IJICCACA_00442	CDS	645				hypothetical protein
IJICCACA_00443	CDS	1299	purA			adenylosuccinate synthetase
IJICCACA_00444	CDS	648				hypothetical protein
IJICCACA_00445	CDS	780				zinc metalloprotease
IJICCACA_00446	CDS	438				hypothetical protein
IJICCACA_00447	CDS	828				membrane protein
IJICCACA_00448	CDS	1383	mgtE			Mg2+ transport transmembrane protein MgtE
IJICCACA_00449	CDS	1035	fba			fructose-bisphosphate aldolase
IJICCACA_00450	CDS	684				transmembrane protein
IJICCACA_00451	CDS	1131				hypothetical protein
IJICCACA_00452	CDS	594				hypothetical protein
IJICCACA_00453	CDS	390				hypothetical protein
IJICCACA_00454	CDS	1221				hypothetical protein
IJICCACA_00455	CDS	603				membrane oxidoreductase
IJICCACA_00456	CDS	897				oxidoreductase
IJICCACA_00457	CDS	594	pucB		COG2068	Purine catabolism protein PucB
IJICCACA_00458	CDS	756				hypothetical protein
IJICCACA_00459	CDS	2400				carbon monoxyde dehydrogenase large subunit
IJICCACA_00460	CDS	480				carbon monoxyde dehydrogenase small subunit
IJICCACA_00461	CDS	903				carbon monoxyde dehydrogenase medium subunit
IJICCACA_00462	CDS	1143	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
IJICCACA_00463	CDS	966				HTH-type transcriptional regulator
IJICCACA_00464	CDS	225				hypothetical protein
IJICCACA_00465	CDS	216	secE2			protein translocase subunit SecE
IJICCACA_00466	CDS	651				RNA methyltransferase
IJICCACA_00467	CDS	909				hypothetical protein
IJICCACA_00468	CDS	540	pyrE_1			orotate phosphoribosyltransferase
IJICCACA_00469	CDS	855				hypothetical protein
IJICCACA_00470	CDS	2547	clpB			chaperone protein ClpB
IJICCACA_00471	CDS	1278				monooxygenase
IJICCACA_00472	CDS	3258				transcriptional regulator
IJICCACA_00473	CDS	1332	PPE32_1			PPE family protein PPE32
IJICCACA_00474	CDS	1260	purT			phosphoribosylglycinamide formyltransferase PurT
IJICCACA_00475	CDS	381				hypothetical protein
IJICCACA_00476	CDS	1221	metZ			O-succinylhomoserine sulfhydrylase
IJICCACA_00477	CDS	1413	ndhA			NADH dehydrogenase NdhA
IJICCACA_00478	CDS	192				hypothetical protein
IJICCACA_00479	CDS	987				hypothetical protein
IJICCACA_00480	CDS	720				hypothetical protein
IJICCACA_00481	CDS	405				hypothetical protein
IJICCACA_00482	CDS	417				hypothetical protein
IJICCACA_00483	CDS	369				hypothetical protein
IJICCACA_00484	CDS	642				hypothetical protein
IJICCACA_00485	CDS	1230	lpqK			lipoprotein LpqK
IJICCACA_00486	CDS	1188	fadE7			acyl-CoA dehydrogenase FadE7
IJICCACA_00487	CDS	372				transmembrane protein
IJICCACA_00488	CDS	2877	mmpL1			transmembrane transport protein MmpL1
IJICCACA_00489	CDS	429	mmpS1			membrane protein MmpS1
IJICCACA_00490	CDS	1206	fadD30			long-chain-fatty-acid--AMP ligase FadD30
IJICCACA_00491	CDS	4209	pks6			membrane bound polyketide synthase
IJICCACA_00492	CDS	819				beta lactamase-like protein
IJICCACA_00493	CDS	1011	fgd1			F420-dependent glucose-6-phosphate dehydrogenase
IJICCACA_00494	CDS	2073	pta			phosphate acetyltransferase
IJICCACA_00495	CDS	1158	ackA			acetate kinase
IJICCACA_00496	CDS	2253	pknG			serine/threonine-protein kinase PknG
IJICCACA_00497	CDS	987	glnH			glutamine-binding lipoprotein GlnH
IJICCACA_00498	CDS	1320				membrane protein
IJICCACA_00499	CDS	594	mutT3			8-oxo-dGTP diphosphatase
IJICCACA_00500	CDS	669	thiE			thiamine-phosphate synthase
IJICCACA_00501	misc_RNA	111				TPP
IJICCACA_00502	CDS	1023	thiO			thiamine biosynthesis oxidoreductase ThiO
IJICCACA_00503	CDS	207	thiS			sulfur carrier protein ThiS
IJICCACA_00504	CDS	759	thiG			thiazole synthase
IJICCACA_00505	CDS	1503	lpqL			lipoprotein aminopeptidase LpqL
IJICCACA_00506	CDS	1497	lpqM			lipoprotein peptidase LpqM
IJICCACA_00507	CDS	342				transmembrane protein
IJICCACA_00508	CDS	630				hypothetical protein
IJICCACA_00509	CDS	828	thiD			hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
IJICCACA_00510	CDS	1644	thiC			phosphomethylpyrimidine synthase
IJICCACA_00511	misc_RNA	111				TPP
IJICCACA_00512	CDS	276				hypothetical protein
IJICCACA_00513	CDS	4620	ctpH			metal cation transporting ATPase H
IJICCACA_00514	CDS	444				transmembrane protein
IJICCACA_00515	CDS	876	xthA			exodeoxyribonuclease III protein XthA
IJICCACA_00516	CDS	909				GCN5-like N-acetyltransferase
IJICCACA_00517	CDS	594	def			polypeptide deformylase
IJICCACA_00518	CDS	309				hypothetical protein
IJICCACA_00519	CDS	474				tuberculin-like peptide
IJICCACA_00520	CDS	723	sodC			superoxide dismutase
IJICCACA_00521	CDS	1152				carboxylate-amine ligase
IJICCACA_00522	CDS	654				hypothetical protein
IJICCACA_00523	CDS	2187				ATPase
IJICCACA_00524	CDS	861	pssA			CDP-diacylglycerol--serine O-phosphatidyltransferase
IJICCACA_00525	CDS	696	psd			phosphatidylserine decarboxylase
IJICCACA_00526	CDS	1179	moeA2			molybdopterin molybdenumtransferase
IJICCACA_00527	CDS	936				dehydrogenase/reductase
IJICCACA_00528	CDS	1623	groEL2			molecular chaperone GroEL
IJICCACA_00529	CDS	429				putative protein
IJICCACA_00530	CDS	1413	PPE10			PPE family protein PPE10
IJICCACA_00531	CDS	558				hypothetical protein
IJICCACA_00532	CDS	699	rskA			anti-sigma-K factor RskA
IJICCACA_00533	CDS	564	sigK			ECF RNA polymerase sigma factor SigK
IJICCACA_00534	CDS	783				transmembrane protein
IJICCACA_00535	CDS	1284	ufaA1			cyclopropane-fatty-acyl-phospholipid synthase UfaA
IJICCACA_00536	CDS	732				hypothetical protein
IJICCACA_00537	CDS	1296				hypothetical protein
IJICCACA_00538	CDS	2904	mmpL4			transmembrane transport protein MmpL4
IJICCACA_00539	CDS	417	mmpS4			membrane protein MmpS4
IJICCACA_00540	CDS	762				transcriptional regulator
IJICCACA_00541	CDS	1557	PPE11			PPE family protein PPE11
IJICCACA_00542	CDS	324				hypothetical protein
IJICCACA_00543	CDS	231				hypothetical protein
IJICCACA_00544	CDS	447				hypothetical protein
IJICCACA_00545	CDS	915	echA2			enoyl-CoA hydratase EchA2
IJICCACA_00546	CDS	2031				peptidase
IJICCACA_00547	CDS	1524				aldehyde dehydrogenase
IJICCACA_00548	CDS	492				hypothetical protein
IJICCACA_00549	CDS	279				hypothetical protein
IJICCACA_00550	CDS	570				transmembrane protein
IJICCACA_00551	CDS	1395	lpdC			dihydrolipoamide dehydrogenase
IJICCACA_00552	CDS	294				membrane protein
IJICCACA_00553	CDS	573				hypothetical protein
IJICCACA_00554	CDS	1425				HTH-type transcriptional regulator
IJICCACA_00555	CDS	795			COG3884	putative protein
IJICCACA_00556	CDS	1287	icl1			isocitrate lyase
IJICCACA_00557	CDS	861	fadB2			3-hydroxybutyryl-CoA dehydrogenase
IJICCACA_00558	CDS	861	umaA			mycolic acid synthase UmaA
IJICCACA_00559	CDS	864	pcaA			cyclopropane mycolic acid synthase
IJICCACA_00560	CDS	285				hypothetical protein
IJICCACA_00561	CDS	489				hypothetical protein
IJICCACA_00562	CDS	705				HTH-type transcriptional regulator
IJICCACA_00563	CDS	1371				transmembrane protein
IJICCACA_00564	CDS	423				HTH-type transcriptional regulator
IJICCACA_00565	CDS	600	hbhA			heparin binding hemagglutinin HbhA
IJICCACA_00566	CDS	264				transmembrane protein
IJICCACA_00567	CDS	447				putative protein
IJICCACA_00568	CDS	675	deoC			2-deoxyribose-5-phosphate aldolase
IJICCACA_00569	CDS	750				membrane protein
IJICCACA_00570	CDS	843				amidohydrolase
IJICCACA_00571	CDS	525				putative protein
IJICCACA_00572	CDS	1110	murB			UDP-N-acetylenolpyruvoylglucosamine reductase
IJICCACA_00573	CDS	1356	lprQ			lipoprotein LprQ
IJICCACA_00574	CDS	756				short-chain type oxidoreductase
IJICCACA_00575	CDS	1317				transcriptional regulator
IJICCACA_00576	CDS	1434	mshA_2			D-inositol 3-phosphate glycosyltransferase
IJICCACA_00577	CDS	552				putative protein
IJICCACA_00578	CDS	627				amino acid transporter
IJICCACA_00579	CDS	771	gpm1			2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
IJICCACA_00580	CDS	1233	senX3			two component sensor histidine kinase SenX3
IJICCACA_00581	CDS	684	regX3			two component sensory transduction protein RegX
IJICCACA_00582	CDS	1890				GMC-type oxidoreductase
IJICCACA_00583	CDS	330				hypothetical protein
IJICCACA_00584	CDS	951				putative protein
IJICCACA_00585	CDS	717				HTH-type transcriptional regulator
IJICCACA_00586	CDS	771				putative protein
IJICCACA_00587	CDS	1035	ppx1	3.6.1.11	COG0248	Exopolyphosphatase 1
IJICCACA_00588	CDS	933				transmembrane protein
IJICCACA_00589	CDS	843			COG1082	putative protein
IJICCACA_00590	CDS	876				putative protein
IJICCACA_00591	CDS	888	proC			pyrroline-5-carboxylate reductase
IJICCACA_00592	CDS	237				DNA-binding protein
IJICCACA_00593	CDS	102				hypothetical protein
IJICCACA_00594	CDS	1131	galE2			UDP-glucose 4-epimerase GalE
IJICCACA_00595	CDS	1077			COG0204	putative protein
IJICCACA_00596	CDS	909	cmaA2			cyclopropane mycolic acid synthase
IJICCACA_00597	CDS	501	hadA_2			(3R)-hydroxyacyl-ACP dehydratase subunit HadA
IJICCACA_00598	CDS	924	serB1_1			phosphoserine phosphatase SerB
IJICCACA_00599	CDS	438	mmpS2			membrane protein MmpS2
IJICCACA_00600	CDS	2907	mmpL2			transmembrane transport protein MmpL2
IJICCACA_00601	CDS	279			COG0526	putative protein
IJICCACA_00602	CDS	1407	hemA			glutamyl-tRNA reductase
IJICCACA_00603	CDS	930	hemC			porphobilinogen deaminase
IJICCACA_00604	CDS	1698	hemD			uroporphyrin-III C-methyltransferase
IJICCACA_00605	CDS	990	hemB			delta-aminolevulinic acid dehydratase
IJICCACA_00606	CDS	549				transmembrane protein
IJICCACA_00607	CDS	300				transmembrane protein
IJICCACA_00608	CDS	1098	bioB			biotin synthetase
IJICCACA_00609	CDS	240				putative protein
IJICCACA_00610	CDS	666				transmembrane protein
IJICCACA_00611	CDS	1341				putative inactive lipase
IJICCACA_00612	CDS	711				hypothetical protein
IJICCACA_00613	CDS	1050	nadA			quinolinate synthetase A
IJICCACA_00614	CDS	1587	nadB			L-aspartate oxidase
IJICCACA_00615	CDS	858	nadC			nicotinate-nucleotide pyrophosphatase
IJICCACA_00616	CDS	759				hypothetical protein
IJICCACA_00617	CDS	411				hypothetical protein
IJICCACA_00618	CDS	1335	hisD			histidinol dehydrogenase
IJICCACA_00619	CDS	1143	hisC1			histidinol-phosphate aminotransferase
IJICCACA_00620	CDS	633	hisB			imidazole glycerol-phosphate dehydratase
IJICCACA_00621	CDS	621	hisH			imidazole glycerol phosphate synthase subunit HisH
IJICCACA_00622	CDS	735	hisA			1-(5-phosphoribosyl)-5-((5- phosphoribosylamino)methylideneamino)imidazole-4- carboxamide isomerase
IJICCACA_00623	CDS	813	impA			inositol-monophosphatase ImpA
IJICCACA_00624	CDS	804	hisF			imidazole glycerol phosphate synthase subunit HisF
IJICCACA_00625	CDS	348	hisI			phosphoribosyl-AMP cyclohydrolase
IJICCACA_00626	CDS	1083	chaA			ionic transporter integral membrane protein ChaA
IJICCACA_00627	CDS	465	bcpB			peroxiredoxin
IJICCACA_00628	CDS	1551	trpE			anthranilate synthase component I
IJICCACA_00629	CDS	660				membrane protein
IJICCACA_00630	CDS	819	trpC			indole-3-glycerol phosphate synthase
IJICCACA_00631	CDS	1266	trpB			tryptophan synthase subunit beta
IJICCACA_00632	CDS	813	trpA			tryptophan synthase subunit alpha
IJICCACA_00633	CDS	1410	lgt			prolipoprotein diacylglyceryl transferase
IJICCACA_00634	CDS	396				membrane protein
IJICCACA_00635	CDS	399				hypothetical protein
IJICCACA_00636	CDS	1419	pykA			pyruvate kinase
IJICCACA_00637	CDS	921	tesB1			acyl-CoA thioesterase II
IJICCACA_00638	CDS	1455	lysX_1			bifunctional lysine--tRNA ligase/phosphatidylglycerol lysyltransferase
IJICCACA_00639	CDS	1731	cydC			cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydC
IJICCACA_00640	CDS	1584	cydD			cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydD
IJICCACA_00641	CDS	1041	cydB			cytochrome D ubiquinol oxidase subunit II CydB
IJICCACA_00642	CDS	1458	cydA			cytochrome D ubiquinol oxidase subunit I CydA
IJICCACA_00643	CDS	570				membrane protein
IJICCACA_00644	CDS	1257	cya			adenylate cyclase
IJICCACA_00645	tRNA	77				tRNA-Leu(caa)
IJICCACA_00646	CDS	627				two-component system transcriptional regulator
IJICCACA_00647	CDS	1209				nonspecific lipid-transfer protein
IJICCACA_00648	CDS	492				hypothetical protein
IJICCACA_00649	CDS	2664	polA			DNA polymerase I
IJICCACA_00650	CDS	1446	rpsA			30S ribosomal protein S1
IJICCACA_00651	CDS	1224	coaE			dephospho-CoA kinase CoaE
IJICCACA_00652	CDS	117				hypothetical protein
IJICCACA_00653	CDS	444				hypothetical protein
IJICCACA_00654	CDS	2277	uvrB			excinuclease ABC subunit UvrB
IJICCACA_00655	CDS	1416				multidrug-efflux transporter
IJICCACA_00656	CDS	1569				mannosyltransferase
IJICCACA_00657	CDS	261				hypothetical protein
IJICCACA_00658	CDS	441	TB15.3			iron-regulated universal stress protein
IJICCACA_00659	CDS	795	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
IJICCACA_00660	CDS	2943	uvrA			excinuclease ABC subunit UvrA
IJICCACA_00661	CDS	258				hypothetical protein
IJICCACA_00662	CDS	1470				hypothetical protein
IJICCACA_00663	CDS	3252	lysX_2			bifunctional lysine--tRNA ligase/phosphatidylglycerol lysyltransferase
IJICCACA_00664	CDS	522	infC			initiation factor IF-3
IJICCACA_00665	CDS	195	rpmI			50S ribosomal protein L35
IJICCACA_00666	CDS	390	rplT			50S ribosomal protein L20
IJICCACA_00667	CDS	783	tsnR			23S rRNA methyltransferase TsnR
IJICCACA_00668	CDS	1056				hypothetical protein
IJICCACA_00669	CDS	933	PE17			PE family protein PE17
IJICCACA_00670	CDS	951				adenylate cyclase
IJICCACA_00671	CDS	807				transmembrane protein
IJICCACA_00672	CDS	1059	pheS			phenylalanine--tRNA ligase subunit alpha
IJICCACA_00673	CDS	2496	pheT			phenylalanine--tRNA ligase subunit beta
IJICCACA_00674	tRNA	93				tRNA-Pro(ggg)
IJICCACA_00675	CDS	1059	argC			N-acetyl-gamma-glutamyl-phoshate reductase
IJICCACA_00676	CDS	1215	argJ			bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase
IJICCACA_00677	CDS	885	argB			acetylglutamate kinase
IJICCACA_00678	CDS	1203	argD_1			acetylornithine aminotransferase
IJICCACA_00679	CDS	924	argF			ornithine carbamoyltransferase
IJICCACA_00680	CDS	513	argR			arginine repressor
IJICCACA_00681	CDS	1197	argG			argininosuccinate synthase
IJICCACA_00682	CDS	1413	argH			argininosuccinate lyase
IJICCACA_00683	CDS	1062	pks10			chalcone synthase
IJICCACA_00684	CDS	6381	pks7			polyketide synthase
IJICCACA_00685	misc_RNA	72				ASpks
IJICCACA_00686	CDS	4809	pks8			polyketide synthase
IJICCACA_00687	misc_RNA	69				ASpks
IJICCACA_00688	CDS	1533	pks17			polyketide synthase
IJICCACA_00689	CDS	3054	pks9			polyketide synthase
IJICCACA_00690	CDS	1062	pks11			chalcone synthase
IJICCACA_00691	CDS	1311	cyp139			cytochrome P450 Cyp139
IJICCACA_00692	CDS	654	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
IJICCACA_00693	CDS	1119				macrolide ABC transporter ATP-binding protein
IJICCACA_00694	CDS	348				hypothetical protein
IJICCACA_00695	CDS	441				membrane protein
IJICCACA_00696	CDS	1332				integral membrane transport protein
IJICCACA_00697	CDS	933			COG1305	putative protein
IJICCACA_00698	CDS	657				transcriptional regulator
IJICCACA_00699	CDS	147				hypothetical protein
IJICCACA_00700	CDS	735	cmr			HTH-type transcriptional regulator Cmr
IJICCACA_00701	CDS	546				hypothetical protein
IJICCACA_00702	CDS	549	dsbF			lipoprotein DsbF
IJICCACA_00703	CDS	909				integral membrane protein
IJICCACA_00704	CDS	1122	fadE16			acyl-CoA dehydrogenase FadE16
IJICCACA_00705	CDS	825				hypothetical protein
IJICCACA_00706	CDS	996	moeX			molybdopterin biosynthesis protein MoeX
IJICCACA_00707	CDS	849				hypothetical protein
IJICCACA_00708	CDS	2997				bifunctional long-chain acyl-CoA synthase/lipase
IJICCACA_00709	CDS	225				hypothetical protein
IJICCACA_00710	CDS	624				hypothetical protein
IJICCACA_00711	CDS	681				ABC transporter permease
IJICCACA_00712	CDS	768				ABC transporter ATP-binding protein
IJICCACA_00713	CDS	612	mpg			3-methyladenine DNA glycosylase
IJICCACA_00714	CDS	1266	tyrS			tyrosine--tRNA ligase
IJICCACA_00715	misc_RNA	67				g2
IJICCACA_00716	CDS	384	lprJ_1			lipoprotein LprJ
IJICCACA_00717	CDS	753				hypothetical protein
IJICCACA_00718	CDS	1062				phosphatase
IJICCACA_00719	CDS	177				hypothetical protein
IJICCACA_00720	CDS	807	tlyA			16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
IJICCACA_00721	CDS	924	ppnK			inorganic polyphosphate/ATP-NAD kinase
IJICCACA_00722	CDS	1764	recN			DNA repair protein RecN
IJICCACA_00723	CDS	1176				hypothetical protein
IJICCACA_00724	CDS	945	mctB			copper transporter MctB
IJICCACA_00725	CDS	1761	pyrG			CTP synthase
IJICCACA_00726	CDS	540				NUDIX hydrolase
IJICCACA_00727	CDS	936				tyrosine recombinase XerD
IJICCACA_00728	CDS	1365				putative protein
IJICCACA_00729	CDS	162				hypothetical protein
IJICCACA_00730	CDS	702				methyltransferase
IJICCACA_00731	CDS	1671	cycA			D-serine/alanine/glycine transporter protein CycA
IJICCACA_00732	CDS	1158	PPE22_1			PPE family protein PPE22
IJICCACA_00733	CDS	1185	PPE23			PPE family protein PPE23
IJICCACA_00734	CDS	240				hypothetical protein
IJICCACA_00735	CDS	168				hypothetical protein
IJICCACA_00736	CDS	1461				transmembrane protein
IJICCACA_00737	CDS	864				initiation inhibitor protein
IJICCACA_00738	CDS	837	scpA			segregation and condensation protein ScpA
IJICCACA_00739	CDS	696	scpB			segregation and condensation protein ScpB
IJICCACA_00740	CDS	762				RNA pseudouridine synthase
IJICCACA_00741	CDS	693	cmk			cytidylate kinase
IJICCACA_00742	CDS	1392	engA			GTPase Der
IJICCACA_00743	CDS	804				oxidoreductase
IJICCACA_00744	CDS	915	fadB3			3-hydroxybutyryl-CoA dehydrogenase FadB
IJICCACA_00745	CDS	831	kynB	3.5.1.9		Kynurenine formamidase
IJICCACA_00746	CDS	351				hypothetical protein
IJICCACA_00747	CDS	819	kce	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
IJICCACA_00748	CDS	780				transcriptional regulator
IJICCACA_00749	CDS	108				hypothetical protein
IJICCACA_00750	tRNA	75				tRNA-Pro(ggg)
IJICCACA_00751	CDS	390	vapC12			ribonuclease VapC12
IJICCACA_00752	CDS	228	vapB12			antitoxin VapB12
IJICCACA_00753	CDS	1485				carboxylase
IJICCACA_00754	CDS	1248				hydrolase
IJICCACA_00755	CDS	417				hypothetical protein
IJICCACA_00756	CDS	711				hypothetical protein
IJICCACA_00757	CDS	1386				oxidoreductase
IJICCACA_00758	misc_RNA	77				AS1726
IJICCACA_00759	CDS	570				hypothetical protein
IJICCACA_00760	CDS	771				hypothetical protein
IJICCACA_00761	CDS	939				S-adenosylmethionine-dependent methyltransferase
IJICCACA_00762	CDS	1353				penicillin-binding protein
IJICCACA_00763	CDS	1557	gabD2			succinate-semialdehyde dehydrogenase
IJICCACA_00764	CDS	531				hypothetical protein
IJICCACA_00765	CDS	597				transmembrane protein
IJICCACA_00766	CDS	243			COG0508	putative protein
IJICCACA_00767	CDS	201				hypothetical protein
IJICCACA_00768	CDS	594				membrane protein
IJICCACA_00769	CDS	243				hypothetical protein
IJICCACA_00770	CDS	1959	narX			nitrate reductase-like protein NarX
IJICCACA_00771	CDS	1188	narK2			nitrate/nitrite transporter
IJICCACA_00772	CDS	333				putative protein
IJICCACA_00773	CDS	1671				sulfate ABC transporter permease
IJICCACA_00774	CDS	195	vapB34			antitoxin VapB34
IJICCACA_00775	CDS	249	vapC34			ribonuclease VapC34
IJICCACA_00776	CDS	738				hypothetical protein
IJICCACA_00777	CDS	1701	pknE			serine/threonine-protein kinase PknE
IJICCACA_00778	CDS	402				membrane protein
IJICCACA_00779	CDS	612	idi			isopentenyl-diphosphate delta-isomerase
IJICCACA_00780	CDS	1431	pknF			serine/threonine-protein kinase PknF
IJICCACA_00781	CDS	2592				ABC transporter ATP-binding protein/permease
IJICCACA_00782	CDS	672				hypothetical protein
IJICCACA_00783	CDS	492				integral membrane protein
IJICCACA_00784	CDS	1599	fadD1			fatty-acid--CoA ligase FadD1
IJICCACA_00785	CDS	1239				oxidoreductase
IJICCACA_00786	CDS	207				hypothetical protein
IJICCACA_00787	CDS	2931	PPE24			PPE family protein PPE24
IJICCACA_00788	CDS	1512				hypothetical protein
IJICCACA_00789	CDS	243				hypothetical protein
IJICCACA_00790	CDS	102				hypothetical protein
IJICCACA_00791	CDS	180				hypothetical protein
IJICCACA_00792	CDS	624	sodA			superoxide dismutase
IJICCACA_00793	CDS	534				hypothetical protein
IJICCACA_00794	CDS	909				transmembrane protein
IJICCACA_00795	CDS	399	espR			ESX-1 transcriptional regulator EspR
IJICCACA_00796	CDS	657				hypothetical protein
IJICCACA_00797	CDS	285				membrane protein
IJICCACA_00798	CDS	405	hns			histone-like protein Hns
IJICCACA_00799	CDS	474	rraA			RNase E regulator RraA
IJICCACA_00800	CDS	1470	ethA			monooxygenase EthA
IJICCACA_00801	CDS	651	ethR			HTH-type transcriptional repressor EthR
IJICCACA_00802	CDS	1008	ycdX	3.1.3.-		phosphatase YcdX
IJICCACA_00803	CDS	198				membrane protein
IJICCACA_00804	CDS	141				hypothetical protein
IJICCACA_00805	CDS	1467	gltD			glutamate synthase small subunit
IJICCACA_00806	CDS	4584	gltB			glutamate synthase large subunit
