# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv2959c	Rv2959c	Rv2959c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv2960c	Rv2960c	Rv2960c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2961	Rv2961	Rv2961	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2962c	Rv2962c	Rv2962c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv2963	Rv2963	Rv2963	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2966c	Rv2966c	Rv2966c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2968c	Rv2968c	Rv2968c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv2969c	Rv2969c	Rv2969c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2970A	Rv2970A	Rv2970A	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2971	Rv2971	Rv2971	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2972c	Rv2972c	Rv2972c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2974c	Rv2974c	Rv2974c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2975c	Rv2975c	Rv2975c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2978c	Rv2978c	Rv2978c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2979c	Rv2979c	Rv2979c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2980	Rv2980	Rv2980	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2993c	Rv2993c	Rv2993c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2994	Rv2994	Rv2994	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2997	Rv2997	Rv2997	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
Rv2998	Rv2998	Rv2998	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2998A	Rv2998A	Rv2998A	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3000	Rv3000	Rv3000	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3013	Rv3013	Rv3013	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3015c	Rv3015c	Rv3015c	protein_coding	0	0	0	15	0	0	0	1	0	0	0	0	0	0	14
Rv3023c	Rv3023c	Rv3023c	protein_coding	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0
Rv3026c	Rv3026c	Rv3026c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3049c	Rv3049c	Rv3049c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3050c	Rv3050c	Rv3050c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3054c	Rv3054c	Rv3054c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3055	Rv3055	Rv3055	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3057c	Rv3057c	Rv3057c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3058c	Rv3058c	Rv3058c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3060c	Rv3060c	Rv3060c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv3094c	Rv3094c	Rv3094c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3095	Rv3095	Rv3095	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3096	Rv3096	Rv3096	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3098A	Rv3098A	Rv3098A	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv3098c	Rv3098c	Rv3098c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3099c	Rv3099c	Rv3099c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3103c	Rv3103c	Rv3103c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3104c	Rv3104c	Rv3104c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3126c	Rv3126c	Rv3126c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
Rv3127	Rv3127	Rv3127	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
Rv3128c	Rv3128c	Rv3128c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
Rv3129	Rv3129	Rv3129	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
Rv3131	Rv3131	Rv3131	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	0	0	2
Rv3134c	Rv3134c	Rv3134c	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
Rv3163c	Rv3163c	Rv3163c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3165c	Rv3165c	Rv3165c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3166c	Rv3166c	Rv3166c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3167c	Rv3167c	Rv3167c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3168	Rv3168	Rv3168	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3169	Rv3169	Rv3169	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv3172c	Rv3172c	Rv3172c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3173c	Rv3173c	Rv3173c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3174	Rv3174	Rv3174	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3175	Rv3175	Rv3175	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv3177	Rv3177	Rv3177	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3178	Rv3178	Rv3178	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3179	Rv3179	Rv3179	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3190A	Rv3190A	Rv3190A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3190c	Rv3190c	Rv3190c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3191c	Rv3191c	Rv3191c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3192	Rv3192	Rv3192	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3193c	Rv3193c	Rv3193c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv3194c	Rv3194c	Rv3194c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3195	Rv3195	Rv3195	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3201c	Rv3201c	Rv3201c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3202c	Rv3202c	Rv3202c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3204	Rv3204	Rv3204	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3205c	Rv3205c	Rv3205c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3207c	Rv3207c	Rv3207c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3208	Rv3208	Rv3208	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv3209	Rv3209	Rv3209	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3210c	Rv3210c	Rv3210c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3212	Rv3212	Rv3212	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv3213c	Rv3213c	Rv3213c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv3216	Rv3216	Rv3216	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3217c	Rv3217c	Rv3217c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3218	Rv3218	Rv3218	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3220c	Rv3220c	Rv3220c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3224B	Rv3224B	Rv3224B	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3225c	Rv3225c	Rv3225c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3226c	Rv3226c	Rv3226c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3228	Rv3228	Rv3228	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3230c	Rv3230c	Rv3230c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3231c	Rv3231c	Rv3231c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3233c	Rv3233c	Rv3233c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3241c	Rv3241c	Rv3241c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3242c	Rv3242c	Rv3242c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3243c	Rv3243c	Rv3243c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3249c	Rv3249c	Rv3249c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3258c	Rv3258c	Rv3258c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3259	Rv3259	Rv3259	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3263	Rv3263	Rv3263	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
Rv3267	Rv3267	Rv3267	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3268	Rv3268	Rv3268	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3269	Rv3269	Rv3269	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3271c	Rv3271c	Rv3271c	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
Rv3272	Rv3272	Rv3272	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3273	Rv3273	Rv3273	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
Rv3277	Rv3277	Rv3277	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3294c	Rv3294c	Rv3294c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3295	Rv3295	Rv3295	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3300c	Rv3300c	Rv3300c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3304	Rv3304	Rv3304	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3327	Rv3327	Rv3327	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3329	Rv3329	Rv3329	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3333c	Rv3333c	Rv3333c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3334	Rv3334	Rv3334	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3335c	Rv3335c	Rv3335c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3342	Rv3342	Rv3342	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3348	Rv3348	Rv3348	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3349c	Rv3349c	Rv3349c	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
Rv3351c	Rv3351c	Rv3351c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3352c	Rv3352c	Rv3352c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3353c	Rv3353c	Rv3353c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3354	Rv3354	Rv3354	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3355c	Rv3355c	Rv3355c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3363c	Rv3363c	Rv3363c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3364c	Rv3364c	Rv3364c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3365c	Rv3365c	Rv3365c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3368c	Rv3368c	Rv3368c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3369	Rv3369	Rv3369	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3402c	Rv3402c	Rv3402c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3403c	Rv3403c	Rv3403c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3404c	Rv3404c	Rv3404c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3405c	Rv3405c	Rv3405c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3406	Rv3406	Rv3406	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv3438	Rv3438	Rv3438	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3439c	Rv3439c	Rv3439c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3440c	Rv3440c	Rv3440c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3446c	Rv3446c	Rv3446c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3453	Rv3453	Rv3453	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3454	Rv3454	Rv3454	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3463	Rv3463	Rv3463	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
Rv3466	Rv3466	Rv3466	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3467	Rv3467	Rv3467	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3468c	Rv3468c	Rv3468c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3475	Rv3475	Rv3475	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3479	Rv3479	Rv3479	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv3480c	Rv3480c	Rv3480c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3481c	Rv3481c	Rv3481c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3482c	Rv3482c	Rv3482c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3502c	Rv3502c	Rv3502c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3510c	Rv3510c	Rv3510c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv3517	Rv3517	Rv3517	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3531c	Rv3531c	Rv3531c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3538	Rv3538	Rv3538	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3541c	Rv3541c	Rv3541c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3542c	Rv3542c	Rv3542c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3548c	Rv3548c	Rv3548c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3549c	Rv3549c	Rv3549c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3551	Rv3551	Rv3551	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3552	Rv3552	Rv3552	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3553	Rv3553	Rv3553	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3555c	Rv3555c	Rv3555c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv3557c	Rv3557c	Rv3557c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv3559c	Rv3559c	Rv3559c	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
Rv3566A	Rv3566A	Rv3566A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3586	Rv3586	Rv3586	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0
Rv3587c	Rv3587c	Rv3587c	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10
Rv3591c	Rv3591c	Rv3591c	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0
Rv3594	Rv3594	Rv3594	protein_coding	0	0	0	11	0	0	0	1	0	0	0	0	0	0	10
Rv3599c	Rv3599c	Rv3599c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3600c	Rv3600c	Rv3600c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3603c	Rv3603c	Rv3603c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3604c	Rv3604c	Rv3604c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv3605c	Rv3605c	Rv3605c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3611	Rv3611	Rv3611	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3612c	Rv3612c	Rv3612c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3613c	Rv3613c	Rv3613c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3618	Rv3618	Rv3618	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3626c	Rv3626c	Rv3626c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv3627c	Rv3627c	Rv3627c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3629c	Rv3629c	Rv3629c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3630	Rv3630	Rv3630	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3639c	Rv3639c	Rv3639c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3640c	Rv3640c	Rv3640c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3642c	Rv3642c	Rv3642c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3643	Rv3643	Rv3643	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3644c	Rv3644c	Rv3644c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3645	Rv3645	Rv3645	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
Rv3647c	Rv3647c	Rv3647c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv3649	Rv3649	Rv3649	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3651	Rv3651	Rv3651	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3654c	Rv3654c	Rv3654c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3655c	Rv3655c	Rv3655c	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0
Rv3656c	Rv3656c	Rv3656c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3657c	Rv3657c	Rv3657c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3658c	Rv3658c	Rv3658c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3659c	Rv3659c	Rv3659c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3660c	Rv3660c	Rv3660c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3661	Rv3661	Rv3661	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3668c	Rv3668c	Rv3668c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3669	Rv3669	Rv3669	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3671c	Rv3671c	Rv3671c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3672c	Rv3672c	Rv3672c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3683	Rv3683	Rv3683	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3684	Rv3684	Rv3684	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3686c	Rv3686c	Rv3686c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Rv3688c	Rv3688c	Rv3688c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3689	Rv3689	Rv3689	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3690	Rv3690	Rv3690	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3691	Rv3691	Rv3691	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3693	Rv3693	Rv3693	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
Rv3694c	Rv3694c	Rv3694c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3695	Rv3695	Rv3695	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3698	Rv3698	Rv3698	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3699	Rv3699	Rv3699	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3700c	Rv3700c	Rv3700c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3712	Rv3712	Rv3712	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3714c	Rv3714c	Rv3714c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3716c	Rv3716c	Rv3716c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv3717	Rv3717	Rv3717	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3718c	Rv3718c	Rv3718c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3719	Rv3719	Rv3719	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3720	Rv3720	Rv3720	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3722c	Rv3722c	Rv3722c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3723	Rv3723	Rv3723	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv3725	Rv3725	Rv3725	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3726	Rv3726	Rv3726	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3727	Rv3727	Rv3727	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3728	Rv3728	Rv3728	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
Rv3729	Rv3729	Rv3729	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
Rv3730c	Rv3730c	Rv3730c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3732	Rv3732	Rv3732	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3733c	Rv3733c	Rv3733c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3777	Rv3777	Rv3777	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3778c	Rv3778c	Rv3778c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3779	Rv3779	Rv3779	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3780	Rv3780	Rv3780	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3784	Rv3784	Rv3784	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3785	Rv3785	Rv3785	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3786c	Rv3786c	Rv3786c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv3798	Rv3798	Rv3798	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3802c	Rv3802c	Rv3802c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3807c	Rv3807c	Rv3807c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3811	Rv3811	Rv3811	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3813c	Rv3813c	Rv3813c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3814c	Rv3814c	Rv3814c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3818	Rv3818	Rv3818	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3819	Rv3819	Rv3819	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3821	Rv3821	Rv3821	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3822	Rv3822	Rv3822	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3896c	Rv3896c	Rv3896c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
