name	taxonomy_id	taxonomy_lvl	CD_7_long.bracken_S.txt_num	CD_7_long.bracken_S.txt_frac	CD_7_short.bracken_S.txt_num	CD_7_short.bracken_S.txt_frac	TD_31_long.bracken_S.txt_num	TD_31_long.bracken_S.txt_frac	TD_31_short.bracken_S.txt_num	TD_31_short.bracken_S.txt_frac	TD_92_long.bracken_S.txt_num	TD_92_long.bracken_S.txt_frac	TD_92_short.bracken_S.txt_num	TD_92_short.bracken_S.txt_frac
Cupriavidus sp. U2	2920269	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	97	0.00004
Cupriavidus sp. P-10	2027911	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001
Caballeronia sp. SBC1	2705548	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	70	0.00003
Caballeronia grimmiae	1071679	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	93	0.00004
Eleftheria terrae	1597781	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001
Massilia putida	1141883	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Conchiformibius steedae	153493	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Hydrogenophilus thermoluteolus	297	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	282	0.00013
Clostridium chauvoei	46867	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00001
Clostridium sporogenes	1509	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Clostridium cadaveris	1529	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Enterococcus sp. DA9	2603296	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	229	0.00010
Melissococcus plutonius	33970	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00002
Limosilactobacillus fermentum	1613	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	94	0.00004
Limosilactobacillus portuensis	2742601	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00002
Latilactobacillus sakei	1599	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	91	0.00004
Lactiplantibacillus pentosus	1589	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	65	0.00003
Pediococcus sp. AC40	2962679	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	195	0.00009
Lactobacillus kefiranofaciens	267818	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00002
Lactobacillus intestinalis	151781	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001
Lactobacillus gasseri	1596	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00001
Ligilactobacillus acidipiscis	89059	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Levilactobacillus zymae	267363	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	241	0.00011
Weissella paramesenteroides	1249	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	72	0.00003
Leuconostoc citreum	33964	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Leuconostoc mesenteroides	1245	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001
Bacillus paranthracis	2026186	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	710	0.00032
Peribacillus frigoritolerans	450367	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	53	0.00002
Priestia flexa	86664	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	62	0.00003
Metabacillus dongyingensis	2874282	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Cytobacillus spongiae	2901381	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001
Geobacillus thermodenitrificans	33940	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	108	0.00005
Aneurinibacillus sp. Ricciae_BoGa-3	3022697	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Arthrobacter sp. FW305-BF8	2879617	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1329	0.00061
Arthrobacter sp. NicSoilB11	2830999	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	295	0.00013
Arthrobacter sp. FW306-07-I	2879622	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	262	0.00012
Kocuria flava	446860	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	61	0.00003
Rhodococcus erythropolis	1833	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	46	0.00002
Streptomyces sp. NBC_00536	2975769	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	429	0.00020
Streptomyces sp. N50	3081765	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	292	0.00013
Streptomyces sp. T12	477697	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	128	0.00006
Streptomyces sp. Alt1	3033810	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	145	0.00007
Streptomyces sp. NBC_01483	2903883	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	113	0.00005
Streptomyces sp. NBC_00239	2903640	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001
Streptomyces sp. NBC_00289	2975703	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00002
Streptomyces sp. NBC_00525	2903660	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001
Streptomyces nigrescens	1920	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	511	0.00023
Streptomyces microflavus	1919	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	386	0.00018
Streptomyces angustmyceticus	285578	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Streptomyces flavofungini	68200	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001
Streptomyces cadmiisoli	2184053	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Trichormus variabilis	264691	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001
Nodosilinea sp. E11	3037479	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00002
Synechococcus elongatus	32046	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001
Campylobacter hominis	76517	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	71	0.00003
Aliarcobacter cryaerophilus	28198	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	41	0.00002
Arcobacter cloacae	1054034	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Leptospira noguchii	28182	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001
Granulicella tundricola	940615	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001
Halorhabdus sp. BNX81	2980181	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	125	0.00006
Halosimplex rubrum	869889	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	49	0.00002
Natronomonas marina	2961939	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	73	0.00003
Halomarina sp. PSR21	3033386	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001
Natrinema gelatinilyticum	2961571	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001
Natrinema marinum	2961598	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00001
Natrinema halophilum	1699371	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001
Natrinema caseinilyticum	2961570	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001
Natrinema salinisoli	2878535	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001
Halosolutus gelatinilyticus	2931975	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00001
Halorubrum salinarum	2739057	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	80	0.00004
Halorubrum hochsteinianum	2949307	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001
Haloprofundus salilacus	2876190	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001
Halobellus sp. DFY28	3075123	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	77	0.00004
Halogeometricum borinquense	60847	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001
Natranaeroarchaeum sulfidigenes	2784880	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001
Methanosarcina flavescens	1715806	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	67	0.00003
Methanobacterium congolense	118062	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	181	0.00008
Methanobacterium sp. BAmetb5	2025351	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00001
Methanobacterium ferruginis	710191	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Methanothermobacter tenebrarum	680118	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001
Methanocaldococcus fervens	83171	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	95	0.00004
Methanotorris igneus	2189	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	129	0.00006
Thermococcus piezophilus	1712654	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00001
Thermococcus litoralis	2265	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001
Acidianus manzaensis	282676	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Sulfolobus tengchongensis	207809	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001
Sulfurisphaera ohwakuensis	69656	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Pyrobaculum aerophilum	13773	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Caldivirga maquilingensis	76887	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Thermogladius calderae	1200300	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Pyrodictium abyssi	54256	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Caldisphaera lagunensis	200415	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	49	0.00002
Nitrosopumilus zosterae	718286	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	73	0.00003
Nitrosopumilus maritimus	338192	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00001
Candidatus Nitrososphaera evergladensis	1459637	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	48	0.00002
Candidatus Nitrosocosmicus franklandus	1798806	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Thermoplasma volcanium	50339	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	41	0.00002
Ferroplasma acidarmanus	97393	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001
Candidatus Aciduliprofundum boonei	379547	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001
Escherichia phage TL-2011b	1124654	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	446	0.00020
Bacteroides phage B40-8	99179	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	76	0.00003
Lactobacillus prophage Lj965	139870	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Gordonia phage VanLee	2845816	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001
Enterobacteria phage cdtI	414970	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Buchavirus copri	2955549	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00002
Buchavirus oralis	2955554	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00001
Uetakevirus phiV10	1982579	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	242	0.00011
Enterobacter phage Tyrion	1864623	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001
Elveevirus cartapus	3059977	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	67	0.00003
Elveevirus 4LV2017	2734062	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001
Wadgaonvirus wv5004651	2956672	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00002
Jouyvirus ev207	2844249	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	286	0.00013
Jouyvirus ev017	2844245	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	146	0.00007
Enterobacteria phage Sf101	1524881	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00002
Salmonella phage UPF_BP1	1912492	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	52	0.00002
Salmonella phage epsilon34	348058	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	47	0.00002
Lederbergvirus HK620	2748764	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	66	0.00003
Pankowvirus pv2851	2844123	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	187	0.00009
Nesevirus ev243	2844251	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	44	0.00002
Marienburgvirus JLK2012	2844207	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	69	0.00003
Bievrevirus bv4A7	2844174	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	61	0.00003
Alegriavirus av2B8	2844171	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00002
Phreappuccinovirus Phrappuccino	2956317	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001
Seoulvirus SPN3US	1984796	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001
Nonagvirus JenP1	1921120	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001
Saikungvirus HK75	2169925	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Colneyvirus CDKM9	2843967	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	96	0.00004
Takahashivirus PBS1	10683	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Parlovirus parlo	2846185	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Wifcevirus WFC	2734156	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Microbacterium phage Katzastrophic	2912654	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Squirrelpox virus	240426	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001
Kundal coltivirus	2734338	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00002
Lentinuvirus lentinulae	3052280	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Pandoravirus inopinatum	1605721	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001
